sentence1,sentence2,similarity
A black motorcycle stood parked outside the diner.,The motorcycle exhibition featured bikes from every decade.,0.36445558071136475
A black motorcycle stood parked outside the diner.,He lost control of the motorcycle on the sharp curve.,0.29847410321235657
A black motorcycle stood parked outside the diner.,The motorcycle was his pride and joy.,0.44440311193466187
A black motorcycle stood parked outside the diner.,She revved the motorcycle just to hear it growl.,0.3659006953239441
A black motorcycle stood parked outside the diner.,His garage was filled with motorcycle parts and tools.,0.3512522876262665
A black motorcycle stood parked outside the diner.,A bright neon motorcycle sign lit up the bar.,0.3513966202735901
A black motorcycle stood parked outside the diner.,The motorcycle lane was clogged with morning traffic.,0.33247172832489014
A black motorcycle stood parked outside the diner.,He carried his gear in motorcycle saddlebags.,0.3650513291358948
A black motorcycle stood parked outside the diner.,A motorcycle cop pulled them over for speeding.,0.3202064037322998
A black motorcycle stood parked outside the diner.,The motorcycle rally raised money for veterans.,0.30741775035858154
A black motorcycle stood parked outside the diner.,He watched the sunset from his parked motorcycle.,0.4986000955104828
A black motorcycle stood parked outside the diner.,Her motorcycle boots clicked against the pavement.,0.3885834813117981
A black motorcycle stood parked outside the diner.,The motorcycle café was a popular biker hangout.,0.5456465482711792
A black motorcycle stood parked outside the diner.,He covered the motorcycle before the rain started.,0.4372285008430481
A black motorcycle stood parked outside the diner.,A custom paint job gave the motorcycle personality.,0.408363938331604
A black motorcycle stood parked outside the diner.,The motorcycle growled as he twisted the throttle.,0.35306763648986816
A black motorcycle stood parked outside the diner.,She loved the freedom her motorcycle gave her.,0.34971320629119873
A black motorcycle stood parked outside the diner.,The motorcycle broke down in the middle of nowhere.,0.5158501863479614
A black motorcycle stood parked outside the diner.,They posed for a photo next to the motorcycle.,0.40969425439834595
A black motorcycle stood parked outside the diner.,He surprised her with a motorcycle ride along the coast.,0.3313073515892029
A black motorcycle stood parked outside the diner.,The motorcycle engine sputtered before coming to life.,0.3531888723373413
A black motorcycle stood parked outside the diner.,A line of motorcycle headlights pierced the night.,0.30085253715515137
A black motorcycle stood parked outside the diner.,His first motorcycle was a rusty old Honda.,0.39852309226989746
A black motorcycle stood parked outside the diner.,The motorcycle drifted sideways in the dirt.,0.4849465489387512
A black motorcycle stood parked outside the diner.,A trail of dust followed the speeding motorcycle.,0.3928033113479614
A black motorcycle stood parked outside the diner.,He stashed tools in a hidden motorcycle compartment.,0.3828624486923218
A black motorcycle stood parked outside the diner.,The motorcycle accident was all over the news.,0.38738006353378296
A black motorcycle stood parked outside the diner.,Her motorcycle had a vintage charm that turned heads.,0.30578893423080444
A black motorcycle stood parked outside the diner.,The motorcycle flew over the ramp in a perfect arc.,0.3787626624107361
A black motorcycle stood parked outside the diner.,He kept a miniature motorcycle model on his desk.,0.3801347017288208
A black motorcycle stood parked outside the diner.,The motorcycle’s paint job reflected the desert sun.,0.4300374388694763
A black motorcycle stood parked outside the diner.,She used her motorcycle to commute every day.,0.30908453464508057
A black motorcycle stood parked outside the diner.,A rider popped a wheelie on his motorcycle downtown.,0.4263084828853607
A black motorcycle stood parked outside the diner.,The motorcycle chain needed to be tightened.,0.3019801676273346
A black motorcycle stood parked outside the diner.,His motorcycle gloves smelled like oil and leather.,0.37046414613723755
A black motorcycle stood parked outside the diner.,The motorcycle tire left a streak on the gravel.,0.4101259410381317
A black motorcycle stood parked outside the diner.,She built her motorcycle from scratch.,0.3811705708503723
A black motorcycle stood parked outside the diner.,He heard a motorcycle rumbling in the distance.,0.43683922290802
A black motorcycle stood parked outside the diner.,The motorcycle hugged every curve of the winding road.,0.3353167772293091
A black motorcycle stood parked outside the diner.,Her motorcycle was faster than it looked.,0.37189334630966187
A black motorcycle stood parked outside the diner.,They raced their motorcycles across the salt flats.,0.22667749226093292
A black motorcycle stood parked outside the diner.,"The motorcycle disappeared over the hill, leaving only dust behind.",0.43016910552978516
The motorcycle leaned sharply as he turned the corner.,He bought his first motorcycle at the age of eighteen.,0.39161261916160583
The motorcycle leaned sharply as he turned the corner.,The motorcycle sped past the traffic with a deafening roar.,0.47154998779296875
The motorcycle leaned sharply as he turned the corner.,She learned to ride a motorcycle before she could drive a car.,0.3668100833892822
The motorcycle leaned sharply as he turned the corner.,"The old motorcycle still runs, though it rattles like a skeleton.",0.3211691379547119
The motorcycle leaned sharply as he turned the corner.,They went on a cross-country motorcycle trip last summer.,0.2289610505104065
The motorcycle leaned sharply as he turned the corner.,A black motorcycle stood parked outside the diner.,0.39982759952545166
The motorcycle leaned sharply as he turned the corner.,The motorcycle leaned sharply as he turned the corner.,1.0000003576278687
The motorcycle leaned sharply as he turned the corner.,His dream was to ride a motorcycle along the Pacific Coast Highway.,0.3358180522918701
The motorcycle leaned sharply as he turned the corner.,The sound of the motorcycle echoed through the canyon.,0.3705814778804779
The motorcycle leaned sharply as he turned the corner.,She revved the motorcycle and disappeared into the mist.,0.3970484733581543
The motorcycle leaned sharply as he turned the corner.,That motorcycle is custom-built for racing.,0.3335877060890198
The motorcycle leaned sharply as he turned the corner.,He wore a leather jacket to match his motorcycle.,0.4480159282684326
The motorcycle leaned sharply as he turned the corner.,The motorcycle skidded slightly on the wet pavement.,0.4797965884208679
The motorcycle leaned sharply as he turned the corner.,A sleek red motorcycle caught everyone's attention.,0.48137664794921875
The motorcycle leaned sharply as he turned the corner.,They rode the motorcycle through winding mountain roads.,0.4512999653816223
The motorcycle leaned sharply as he turned the corner.,The motorcycle’s engine purred like a content cat.,0.35584789514541626
The motorcycle leaned sharply as he turned the corner.,He fell off the motorcycle but walked away unhurt.,0.4483014941215515
The motorcycle leaned sharply as he turned the corner.,She prefers a motorcycle over a car any day.,0.3802679181098938
The motorcycle leaned sharply as he turned the corner.,A gang of motorcycle riders roared into town.,0.3655777871608734
The motorcycle leaned sharply as he turned the corner.,His motorcycle license had just arrived in the mail.,0.3769591450691223
The motorcycle leaned sharply as he turned the corner.,The motorcycle had flame decals down the side.,0.44171738624572754
The motorcycle leaned sharply as he turned the corner.,There was a motorcycle parked in every driveway.,0.41209346055984497
The motorcycle leaned sharply as he turned the corner.,He sold his motorcycle to pay for college.,0.335061252117157
The motorcycle leaned sharply as he turned the corner.,A loud motorcycle backfired outside the window.,0.396788626909256
The motorcycle leaned sharply as he turned the corner.,She rode the motorcycle barefoot across the desert.,0.33162999153137207
The motorcycle leaned sharply as he turned the corner.,The vintage motorcycle was worth a small fortune.,0.3630547523498535
The motorcycle leaned sharply as he turned the corner.,He kept his motorcycle polished to a mirror shine.,0.4157375395298004
The motorcycle leaned sharply as he turned the corner.,The motorcycle club held weekly meetups downtown.,0.23044021427631378
The motorcycle leaned sharply as he turned the corner.,They repaired the motorcycle together in the garage.,0.3437458276748657
The motorcycle leaned sharply as he turned the corner.,The motorcycle helmet was decorated with stickers.,0.32347387075424194
The motorcycle leaned sharply as he turned the corner.,That motorcycle can go from 0 to 60 in four seconds.,0.36617404222488403
The motorcycle leaned sharply as he turned the corner.,He designed his own electric motorcycle prototype.,0.38745617866516113
The motorcycle leaned sharply as he turned the corner.,The stolen motorcycle was found abandoned in the woods.,0.23905876278877258
The motorcycle leaned sharply as he turned the corner.,I saw a dog riding in the sidecar of a motorcycle.,0.4198039174079895
The motorcycle leaned sharply as he turned the corner.,The motorcycle rumbled as she turned the key.,0.5851372480392456
The motorcycle leaned sharply as he turned the corner.,"It was his father's old motorcycle, restored to glory.",0.39641422033309937
The motorcycle leaned sharply as he turned the corner.,A motorcycle zipped between lanes on the freeway.,0.33686721324920654
The motorcycle leaned sharply as he turned the corner.,The motorcycle’s headlight lit up the foggy road.,0.33136165142059326
The motorcycle leaned sharply as he turned the corner.,She received a motorcycle as a graduation gift.,0.3414228856563568
The motorcycle leaned sharply as he turned the corner.,The motorcycle shop had a wall of shiny helmets.,0.3734975755214691
The motorcycle leaned sharply as he turned the corner.,He bought a new motorcycle jacket with reinforced padding.,0.33620303869247437
The motorcycle leaned sharply as he turned the corner.,The roar of the motorcycle startled the cat.,0.4503699541091919
The motorcycle leaned sharply as he turned the corner.,She dreamed of traveling Europe on a motorcycle.,0.31149131059646606
The motorcycle leaned sharply as he turned the corner.,A child pointed excitedly at the bright yellow motorcycle.,0.42197829484939575
The motorcycle leaned sharply as he turned the corner.,The motorcycle slid out from under him on the ice.,0.4061707854270935
The motorcycle leaned sharply as he turned the corner.,He rebuilt the motorcycle engine completely by himself.,0.36784958839416504
The motorcycle leaned sharply as he turned the corner.,The motorcycle convoy stretched for half a mile.,0.4043010473251343
The motorcycle leaned sharply as he turned the corner.,His father used to race motorcycles professionally.,0.2996799349784851
The motorcycle leaned sharply as he turned the corner.,She was the only girl in the motorcycle stunt show.,0.23732662200927734
The motorcycle leaned sharply as he turned the corner.,The motorcycle show drew a massive crowd.,0.34119483828544617
The motorcycle leaned sharply as he turned the corner.,He wiped down the motorcycle after every ride.,0.41125163435935974
The motorcycle leaned sharply as he turned the corner.,Her motorcycle gloves were lined with soft leather.,0.31786054372787476
The motorcycle leaned sharply as he turned the corner.,That motorcycle can outrun most sports cars.,0.3519325852394104
The motorcycle leaned sharply as he turned the corner.,He felt most alive on the back of a motorcycle.,0.5152498483657837
The motorcycle leaned sharply as he turned the corner.,The motorcycle's exhaust rattled the windows.,0.4269689619541168
The motorcycle leaned sharply as he turned the corner.,The motorcycle tour covered five national parks.,0.18913967907428741
The motorcycle leaned sharply as he turned the corner.,A license plate hung loosely on the motorcycle.,0.42227092385292053
The motorcycle leaned sharply as he turned the corner.,Her hair whipped wildly as the motorcycle gained speed.,0.4992940425872803
The motorcycle leaned sharply as he turned the corner.,The motorcycle exhibition featured bikes from every decade.,0.2751559317111969
The motorcycle leaned sharply as he turned the corner.,He lost control of the motorcycle on the sharp curve.,0.5603574514389038
The motorcycle leaned sharply as he turned the corner.,The motorcycle was his pride and joy.,0.5293185710906982
The motorcycle leaned sharply as he turned the corner.,She revved the motorcycle just to hear it growl.,0.5229676961898804
The motorcycle leaned sharply as he turned the corner.,His garage was filled with motorcycle parts and tools.,0.3289187550544739
The motorcycle leaned sharply as he turned the corner.,A bright neon motorcycle sign lit up the bar.,0.324293851852417
The motorcycle leaned sharply as he turned the corner.,The motorcycle lane was clogged with morning traffic.,0.37947899103164673
The motorcycle leaned sharply as he turned the corner.,He carried his gear in motorcycle saddlebags.,0.4399055540561676
The motorcycle leaned sharply as he turned the corner.,A motorcycle cop pulled them over for speeding.,0.454770028591156
The motorcycle leaned sharply as he turned the corner.,The motorcycle rally raised money for veterans.,0.2678304612636566
The motorcycle leaned sharply as he turned the corner.,He watched the sunset from his parked motorcycle.,0.4928300380706787
The motorcycle leaned sharply as he turned the corner.,Her motorcycle boots clicked against the pavement.,0.41551703214645386
The motorcycle leaned sharply as he turned the corner.,The motorcycle café was a popular biker hangout.,0.3951050043106079
The motorcycle leaned sharply as he turned the corner.,He covered the motorcycle before the rain started.,0.38407695293426514
The motorcycle leaned sharply as he turned the corner.,A custom paint job gave the motorcycle personality.,0.4122925400733948
The motorcycle leaned sharply as he turned the corner.,The motorcycle growled as he twisted the throttle.,0.5795121788978577
The motorcycle leaned sharply as he turned the corner.,She loved the freedom her motorcycle gave her.,0.348044753074646
The motorcycle leaned sharply as he turned the corner.,The motorcycle broke down in the middle of nowhere.,0.45400506258010864
The motorcycle leaned sharply as he turned the corner.,They posed for a photo next to the motorcycle.,0.39726218581199646
The motorcycle leaned sharply as he turned the corner.,He surprised her with a motorcycle ride along the coast.,0.45481497049331665
The motorcycle leaned sharply as he turned the corner.,The motorcycle engine sputtered before coming to life.,0.3491825461387634
The motorcycle leaned sharply as he turned the corner.,A line of motorcycle headlights pierced the night.,0.3770952820777893
The motorcycle leaned sharply as he turned the corner.,His first motorcycle was a rusty old Honda.,0.41386348009109497
The motorcycle leaned sharply as he turned the corner.,The motorcycle drifted sideways in the dirt.,0.5696918368339539
The motorcycle leaned sharply as he turned the corner.,A trail of dust followed the speeding motorcycle.,0.45046481490135193
The motorcycle leaned sharply as he turned the corner.,He stashed tools in a hidden motorcycle compartment.,0.30317312479019165
The motorcycle leaned sharply as he turned the corner.,The motorcycle accident was all over the news.,0.3981866240501404
The motorcycle leaned sharply as he turned the corner.,Her motorcycle had a vintage charm that turned heads.,0.44609105587005615
The motorcycle leaned sharply as he turned the corner.,The motorcycle flew over the ramp in a perfect arc.,0.5159304141998291
The motorcycle leaned sharply as he turned the corner.,He kept a miniature motorcycle model on his desk.,0.35870492458343506
The motorcycle leaned sharply as he turned the corner.,The motorcycle’s paint job reflected the desert sun.,0.34806203842163086
The motorcycle leaned sharply as he turned the corner.,She used her motorcycle to commute every day.,0.28730010986328125
The motorcycle leaned sharply as he turned the corner.,A rider popped a wheelie on his motorcycle downtown.,0.4400208592414856
The motorcycle leaned sharply as he turned the corner.,The motorcycle chain needed to be tightened.,0.4247536063194275
The motorcycle leaned sharply as he turned the corner.,His motorcycle gloves smelled like oil and leather.,0.3310509920120239
The motorcycle leaned sharply as he turned the corner.,The motorcycle tire left a streak on the gravel.,0.3877384066581726
The motorcycle leaned sharply as he turned the corner.,She built her motorcycle from scratch.,0.3946797549724579
The motorcycle leaned sharply as he turned the corner.,He heard a motorcycle rumbling in the distance.,0.5139610767364502
The motorcycle leaned sharply as he turned the corner.,The motorcycle hugged every curve of the winding road.,0.5228196382522583
The motorcycle leaned sharply as he turned the corner.,Her motorcycle was faster than it looked.,0.48173126578330994
The motorcycle leaned sharply as he turned the corner.,They raced their motorcycles across the salt flats.,0.34027597308158875
The motorcycle leaned sharply as he turned the corner.,"The motorcycle disappeared over the hill, leaving only dust behind.",0.35483142733573914
His dream was to ride a motorcycle along the Pacific Coast Highway.,He bought his first motorcycle at the age of eighteen.,0.48956114053726196
His dream was to ride a motorcycle along the Pacific Coast Highway.,The motorcycle sped past the traffic with a deafening roar.,0.4392349123954773
His dream was to ride a motorcycle along the Pacific Coast Highway.,She learned to ride a motorcycle before she could drive a car.,0.4666089415550232
His dream was to ride a motorcycle along the Pacific Coast Highway.,"The old motorcycle still runs, though it rattles like a skeleton.",0.3232648968696594
His dream was to ride a motorcycle along the Pacific Coast Highway.,They went on a cross-country motorcycle trip last summer.,0.4105899930000305
His dream was to ride a motorcycle along the Pacific Coast Highway.,A black motorcycle stood parked outside the diner.,0.30447715520858765
His dream was to ride a motorcycle along the Pacific Coast Highway.,The motorcycle leaned sharply as he turned the corner.,0.3358180522918701
His dream was to ride a motorcycle along the Pacific Coast Highway.,His dream was to ride a motorcycle along the Pacific Coast Highway.,1.0000003576278687
His dream was to ride a motorcycle along the Pacific Coast Highway.,The sound of the motorcycle echoed through the canyon.,0.4617998003959656
His dream was to ride a motorcycle along the Pacific Coast Highway.,She revved the motorcycle and disappeared into the mist.,0.30976158380508423
His dream was to ride a motorcycle along the Pacific Coast Highway.,That motorcycle is custom-built for racing.,0.44014132022857666
His dream was to ride a motorcycle along the Pacific Coast Highway.,He wore a leather jacket to match his motorcycle.,0.44742485880851746
His dream was to ride a motorcycle along the Pacific Coast Highway.,The motorcycle skidded slightly on the wet pavement.,0.3766685724258423
His dream was to ride a motorcycle along the Pacific Coast Highway.,A sleek red motorcycle caught everyone's attention.,0.3449719548225403
His dream was to ride a motorcycle along the Pacific Coast Highway.,They rode the motorcycle through winding mountain roads.,0.5510024428367615
His dream was to ride a motorcycle along the Pacific Coast Highway.,The motorcycle’s engine purred like a content cat.,0.3392070531845093
His dream was to ride a motorcycle along the Pacific Coast Highway.,He fell off the motorcycle but walked away unhurt.,0.2773294448852539
His dream was to ride a motorcycle along the Pacific Coast Highway.,She prefers a motorcycle over a car any day.,0.39375048875808716
His dream was to ride a motorcycle along the Pacific Coast Highway.,A gang of motorcycle riders roared into town.,0.31704506278038025
His dream was to ride a motorcycle along the Pacific Coast Highway.,His motorcycle license had just arrived in the mail.,0.44792765378952026
His dream was to ride a motorcycle along the Pacific Coast Highway.,The motorcycle had flame decals down the side.,0.39883390069007874
His dream was to ride a motorcycle along the Pacific Coast Highway.,There was a motorcycle parked in every driveway.,0.5027687549591064
His dream was to ride a motorcycle along the Pacific Coast Highway.,He sold his motorcycle to pay for college.,0.4890531897544861
His dream was to ride a motorcycle along the Pacific Coast Highway.,A loud motorcycle backfired outside the window.,0.3121037781238556
His dream was to ride a motorcycle along the Pacific Coast Highway.,She rode the motorcycle barefoot across the desert.,0.3525121808052063
His dream was to ride a motorcycle along the Pacific Coast Highway.,The vintage motorcycle was worth a small fortune.,0.4472489356994629
His dream was to ride a motorcycle along the Pacific Coast Highway.,He kept his motorcycle polished to a mirror shine.,0.4355729818344116
His dream was to ride a motorcycle along the Pacific Coast Highway.,The motorcycle club held weekly meetups downtown.,0.29442834854125977
His dream was to ride a motorcycle along the Pacific Coast Highway.,They repaired the motorcycle together in the garage.,0.3583352267742157
His dream was to ride a motorcycle along the Pacific Coast Highway.,The motorcycle helmet was decorated with stickers.,0.35292330384254456
His dream was to ride a motorcycle along the Pacific Coast Highway.,That motorcycle can go from 0 to 60 in four seconds.,0.38238346576690674
His dream was to ride a motorcycle along the Pacific Coast Highway.,He designed his own electric motorcycle prototype.,0.4273940324783325
His dream was to ride a motorcycle along the Pacific Coast Highway.,The stolen motorcycle was found abandoned in the woods.,0.23880167305469513
His dream was to ride a motorcycle along the Pacific Coast Highway.,I saw a dog riding in the sidecar of a motorcycle.,0.4132642149925232
His dream was to ride a motorcycle along the Pacific Coast Highway.,The motorcycle rumbled as she turned the key.,0.37366390228271484
His dream was to ride a motorcycle along the Pacific Coast Highway.,"It was his father's old motorcycle, restored to glory.",0.4619363248348236
His dream was to ride a motorcycle along the Pacific Coast Highway.,A motorcycle zipped between lanes on the freeway.,0.43803954124450684
His dream was to ride a motorcycle along the Pacific Coast Highway.,The motorcycle’s headlight lit up the foggy road.,0.4474485516548157
His dream was to ride a motorcycle along the Pacific Coast Highway.,She received a motorcycle as a graduation gift.,0.3775981664657593
His dream was to ride a motorcycle along the Pacific Coast Highway.,The motorcycle shop had a wall of shiny helmets.,0.3430408835411072
His dream was to ride a motorcycle along the Pacific Coast Highway.,He bought a new motorcycle jacket with reinforced padding.,0.3513738512992859
His dream was to ride a motorcycle along the Pacific Coast Highway.,The roar of the motorcycle startled the cat.,0.34913283586502075
His dream was to ride a motorcycle along the Pacific Coast Highway.,She dreamed of traveling Europe on a motorcycle.,0.6221837401390076
His dream was to ride a motorcycle along the Pacific Coast Highway.,A child pointed excitedly at the bright yellow motorcycle.,0.3099789619445801
His dream was to ride a motorcycle along the Pacific Coast Highway.,The motorcycle slid out from under him on the ice.,0.4136074185371399
His dream was to ride a motorcycle along the Pacific Coast Highway.,He rebuilt the motorcycle engine completely by himself.,0.4233868718147278
His dream was to ride a motorcycle along the Pacific Coast Highway.,The motorcycle convoy stretched for half a mile.,0.3909984230995178
His dream was to ride a motorcycle along the Pacific Coast Highway.,His father used to race motorcycles professionally.,0.46533918380737305
His dream was to ride a motorcycle along the Pacific Coast Highway.,She was the only girl in the motorcycle stunt show.,0.2789826989173889
His dream was to ride a motorcycle along the Pacific Coast Highway.,The motorcycle show drew a massive crowd.,0.2830047905445099
His dream was to ride a motorcycle along the Pacific Coast Highway.,He wiped down the motorcycle after every ride.,0.5236931443214417
His dream was to ride a motorcycle along the Pacific Coast Highway.,Her motorcycle gloves were lined with soft leather.,0.23410135507583618
His dream was to ride a motorcycle along the Pacific Coast Highway.,That motorcycle can outrun most sports cars.,0.4216427206993103
His dream was to ride a motorcycle along the Pacific Coast Highway.,He felt most alive on the back of a motorcycle.,0.5173668265342712
His dream was to ride a motorcycle along the Pacific Coast Highway.,The motorcycle's exhaust rattled the windows.,0.3504188358783722
His dream was to ride a motorcycle along the Pacific Coast Highway.,The motorcycle tour covered five national parks.,0.36999380588531494
His dream was to ride a motorcycle along the Pacific Coast Highway.,A license plate hung loosely on the motorcycle.,0.2991078197956085
His dream was to ride a motorcycle along the Pacific Coast Highway.,Her hair whipped wildly as the motorcycle gained speed.,0.4032212793827057
His dream was to ride a motorcycle along the Pacific Coast Highway.,The motorcycle exhibition featured bikes from every decade.,0.3760300278663635
His dream was to ride a motorcycle along the Pacific Coast Highway.,He lost control of the motorcycle on the sharp curve.,0.4842831492424011
His dream was to ride a motorcycle along the Pacific Coast Highway.,The motorcycle was his pride and joy.,0.5572386384010315
His dream was to ride a motorcycle along the Pacific Coast Highway.,She revved the motorcycle just to hear it growl.,0.39065462350845337
His dream was to ride a motorcycle along the Pacific Coast Highway.,His garage was filled with motorcycle parts and tools.,0.44387900829315186
His dream was to ride a motorcycle along the Pacific Coast Highway.,A bright neon motorcycle sign lit up the bar.,0.2749367952346802
His dream was to ride a motorcycle along the Pacific Coast Highway.,The motorcycle lane was clogged with morning traffic.,0.3494861125946045
His dream was to ride a motorcycle along the Pacific Coast Highway.,He carried his gear in motorcycle saddlebags.,0.45585763454437256
His dream was to ride a motorcycle along the Pacific Coast Highway.,A motorcycle cop pulled them over for speeding.,0.3024369180202484
His dream was to ride a motorcycle along the Pacific Coast Highway.,The motorcycle rally raised money for veterans.,0.3121514320373535
His dream was to ride a motorcycle along the Pacific Coast Highway.,He watched the sunset from his parked motorcycle.,0.4958178997039795
His dream was to ride a motorcycle along the Pacific Coast Highway.,Her motorcycle boots clicked against the pavement.,0.3255369961261749
His dream was to ride a motorcycle along the Pacific Coast Highway.,The motorcycle café was a popular biker hangout.,0.3330467939376831
His dream was to ride a motorcycle along the Pacific Coast Highway.,He covered the motorcycle before the rain started.,0.44678252935409546
His dream was to ride a motorcycle along the Pacific Coast Highway.,A custom paint job gave the motorcycle personality.,0.490323007106781
His dream was to ride a motorcycle along the Pacific Coast Highway.,The motorcycle growled as he twisted the throttle.,0.45175525546073914
His dream was to ride a motorcycle along the Pacific Coast Highway.,She loved the freedom her motorcycle gave her.,0.39698827266693115
His dream was to ride a motorcycle along the Pacific Coast Highway.,The motorcycle broke down in the middle of nowhere.,0.40897977352142334
His dream was to ride a motorcycle along the Pacific Coast Highway.,They posed for a photo next to the motorcycle.,0.38342565298080444
His dream was to ride a motorcycle along the Pacific Coast Highway.,He surprised her with a motorcycle ride along the coast.,0.5810273885726929
His dream was to ride a motorcycle along the Pacific Coast Highway.,The motorcycle engine sputtered before coming to life.,0.3015032410621643
His dream was to ride a motorcycle along the Pacific Coast Highway.,A line of motorcycle headlights pierced the night.,0.37948012351989746
His dream was to ride a motorcycle along the Pacific Coast Highway.,His first motorcycle was a rusty old Honda.,0.4404197037220001
His dream was to ride a motorcycle along the Pacific Coast Highway.,The motorcycle drifted sideways in the dirt.,0.4053143858909607
His dream was to ride a motorcycle along the Pacific Coast Highway.,A trail of dust followed the speeding motorcycle.,0.40662866830825806
His dream was to ride a motorcycle along the Pacific Coast Highway.,He stashed tools in a hidden motorcycle compartment.,0.34862980246543884
His dream was to ride a motorcycle along the Pacific Coast Highway.,The motorcycle accident was all over the news.,0.38511109352111816
His dream was to ride a motorcycle along the Pacific Coast Highway.,Her motorcycle had a vintage charm that turned heads.,0.39307403564453125
His dream was to ride a motorcycle along the Pacific Coast Highway.,The motorcycle flew over the ramp in a perfect arc.,0.4593242406845093
His dream was to ride a motorcycle along the Pacific Coast Highway.,He kept a miniature motorcycle model on his desk.,0.36134305596351624
His dream was to ride a motorcycle along the Pacific Coast Highway.,The motorcycle’s paint job reflected the desert sun.,0.427975058555603
His dream was to ride a motorcycle along the Pacific Coast Highway.,She used her motorcycle to commute every day.,0.43473589420318604
His dream was to ride a motorcycle along the Pacific Coast Highway.,A rider popped a wheelie on his motorcycle downtown.,0.3758949339389801
His dream was to ride a motorcycle along the Pacific Coast Highway.,The motorcycle chain needed to be tightened.,0.34675002098083496
His dream was to ride a motorcycle along the Pacific Coast Highway.,His motorcycle gloves smelled like oil and leather.,0.36713144183158875
His dream was to ride a motorcycle along the Pacific Coast Highway.,The motorcycle tire left a streak on the gravel.,0.30834293365478516
His dream was to ride a motorcycle along the Pacific Coast Highway.,She built her motorcycle from scratch.,0.37522488832473755
His dream was to ride a motorcycle along the Pacific Coast Highway.,He heard a motorcycle rumbling in the distance.,0.5003670454025269
His dream was to ride a motorcycle along the Pacific Coast Highway.,The motorcycle hugged every curve of the winding road.,0.4791870713233948
His dream was to ride a motorcycle along the Pacific Coast Highway.,Her motorcycle was faster than it looked.,0.4120256304740906
His dream was to ride a motorcycle along the Pacific Coast Highway.,They raced their motorcycles across the salt flats.,0.38975074887275696
His dream was to ride a motorcycle along the Pacific Coast Highway.,"The motorcycle disappeared over the hill, leaving only dust behind.",0.277533620595932
The sound of the motorcycle echoed through the canyon.,He bought his first motorcycle at the age of eighteen.,0.3387119770050049
The sound of the motorcycle echoed through the canyon.,The motorcycle sped past the traffic with a deafening roar.,0.6446303129196167
The sound of the motorcycle echoed through the canyon.,She learned to ride a motorcycle before she could drive a car.,0.3866093158721924
The sound of the motorcycle echoed through the canyon.,"The old motorcycle still runs, though it rattles like a skeleton.",0.4725338816642761
The sound of the motorcycle echoed through the canyon.,They went on a cross-country motorcycle trip last summer.,0.3851163387298584
The sound of the motorcycle echoed through the canyon.,A black motorcycle stood parked outside the diner.,0.39500558376312256
The sound of the motorcycle echoed through the canyon.,The motorcycle leaned sharply as he turned the corner.,0.3705814778804779
The sound of the motorcycle echoed through the canyon.,His dream was to ride a motorcycle along the Pacific Coast Highway.,0.4617998003959656
The sound of the motorcycle echoed through the canyon.,The sound of the motorcycle echoed through the canyon.,1.000000238418579
The sound of the motorcycle echoed through the canyon.,She revved the motorcycle and disappeared into the mist.,0.4562605321407318
The sound of the motorcycle echoed through the canyon.,That motorcycle is custom-built for racing.,0.4310300350189209
The sound of the motorcycle echoed through the canyon.,He wore a leather jacket to match his motorcycle.,0.3110385537147522
The sound of the motorcycle echoed through the canyon.,The motorcycle skidded slightly on the wet pavement.,0.44460630416870117
The sound of the motorcycle echoed through the canyon.,A sleek red motorcycle caught everyone's attention.,0.4648836851119995
The sound of the motorcycle echoed through the canyon.,They rode the motorcycle through winding mountain roads.,0.5341120362281799
The sound of the motorcycle echoed through the canyon.,The motorcycle’s engine purred like a content cat.,0.4944417476654053
The sound of the motorcycle echoed through the canyon.,He fell off the motorcycle but walked away unhurt.,0.3055434823036194
The sound of the motorcycle echoed through the canyon.,She prefers a motorcycle over a car any day.,0.34073561429977417
The sound of the motorcycle echoed through the canyon.,A gang of motorcycle riders roared into town.,0.4125739336013794
The sound of the motorcycle echoed through the canyon.,His motorcycle license had just arrived in the mail.,0.39465105533599854
The sound of the motorcycle echoed through the canyon.,The motorcycle had flame decals down the side.,0.4391365647315979
The sound of the motorcycle echoed through the canyon.,There was a motorcycle parked in every driveway.,0.4849562644958496
The sound of the motorcycle echoed through the canyon.,He sold his motorcycle to pay for college.,0.3090434968471527
The sound of the motorcycle echoed through the canyon.,A loud motorcycle backfired outside the window.,0.5122418403625488
The sound of the motorcycle echoed through the canyon.,She rode the motorcycle barefoot across the desert.,0.3977733254432678
The sound of the motorcycle echoed through the canyon.,The vintage motorcycle was worth a small fortune.,0.4177059531211853
The sound of the motorcycle echoed through the canyon.,He kept his motorcycle polished to a mirror shine.,0.35331422090530396
The sound of the motorcycle echoed through the canyon.,The motorcycle club held weekly meetups downtown.,0.3011937141418457
The sound of the motorcycle echoed through the canyon.,They repaired the motorcycle together in the garage.,0.3806399703025818
The sound of the motorcycle echoed through the canyon.,The motorcycle helmet was decorated with stickers.,0.3326052129268646
The sound of the motorcycle echoed through the canyon.,That motorcycle can go from 0 to 60 in four seconds.,0.4120429754257202
The sound of the motorcycle echoed through the canyon.,He designed his own electric motorcycle prototype.,0.3211544156074524
The sound of the motorcycle echoed through the canyon.,The stolen motorcycle was found abandoned in the woods.,0.3392316699028015
The sound of the motorcycle echoed through the canyon.,I saw a dog riding in the sidecar of a motorcycle.,0.4581288695335388
